,model_name,model_year,kms_driven,mileage,power,price,company,engine
2880,Royal Enfield,2016,14000.0,25.0,27.2,125000.0,Royal,500.0
2881,Royal Enfield,2017,10000.0,35.0,19.8,118000.0,Royal,350.0
2882,Royal Enfield,2018,6300.0,35.0,19.8,129500.0,Royal,350.0
2883,Yamaha YZF-R15,2013,2191.0,42.0,16.0,75000.0,Yamaha,150.0
2884,Yamaha FZs,2014,11000.0,45.0,13.0,47040.0,Yamaha,150.0
2885,Hero Passion,2009,12000.0,5.0,8.2,19600.0,Hero,100.0
2886,Royal Enfield,2013,23000.0,40.0,19.8,63000.0,Royal,350.0
2887,Royal Enfield,2019,6000.0,35.0,19.8,175000.0,Royal,350.0
2888,Bajaj V15,2016,35466.0,57.0,11.8,32000.0,Bajaj,150.0
2889,Hero Super,2011,28547.0,75.0,9.0,18000.0,Hero,125.0
2890,KTM Duke,2018,8000.0,35.0,24.6,130000.0,KTM,200.0
2891,Royal Enfield,2017,11776.0,35.0,19.8,110000.0,Royal,350.0
2892,Honda CB,2016,14244.0,60.0,14.0,33000.0,Honda,150.0
2893,KTM RC,2016,36000.0,35.0,25.1,95000.0,KTM,200.0
2894,Yamaha FZ25,2018,19142.0,43.0,20.3,95000.0,Yamaha,250.0
2895,Suzuki Gixxer,2015,48000.0,63.0,14.0,50000.0,Suzuki,150.0
2896,Hero Hunk,2011,31214.0,53.0,14.0,17000.0,Hero,150.0
2897,Bajaj V15,2016,23492.0,57.0,11.8,32000.0,Bajaj,150.0
2898,Hero Splendor,2016,6000.0,55.0,8.2,36000.0,Hero,100.0
2899,Royal Enfield,2018,6965.0,40.0,19.8,134500.0,Royal,350.0
2900,Royal Enfield,2015,8866.0,32.0,27.2,131000.0,Royal,500.0
2901,Bajaj V15,2016,4725.0,57.0,11.8,52000.0,Bajaj,150.0
2902,Yamaha YZF-R15,2012,24000.0,42.0,16.0,70000.0,Yamaha,150.0
2903,Royal Enfield,2018,7000.0,35.0,19.8,145000.0,Royal,350.0
2904,Royal Enfield,2013,13000.0,32.0,27.2,107310.0,Royal,500.0
2905,Royal Enfield,2016,8000.0,26.0,29.1,94836.0,Royal,535.0
2906,Royal Enfield,2012,85000.0,40.0,19.8,88400.0,Royal,350.0
2907,Bajaj Avenger,2015,17000.0,40.0,19.0,55000.0,Bajaj,220.0
2908,Royal Enfield,2014,19000.0,35.0,19.8,111100.0,Royal,350.0
2909,Royal Enfield‎,1986,50000.0,37.0,19.8,110000.0,Royal,350.0
2910,Royal Enfield,2016,45253.0,32.0,27.2,138900.0,Royal,500.0
2911,Bajaj V15,2016,6726.0,57.0,11.8,48750.0,Bajaj,150.0
2912,Hero Passion,2013,20757.0,5.0,8.2,20800.0,Hero,100.0
2913,Royal Enfield,2015,13000.0,35.0,19.8,106820.0,Royal,350.0
2914,KTM RC,2019,5000.0,26.0,42.3,210000.0,KTM,390.0
2915,Royal Enfield,2015,12300.0,25.0,26.1,90000.0,Royal,500.0
2916,Hero Splendor,2019,17000.0,81.0,8.2,69000.0,Hero,100.0
2917,Hero Passion,2017,89999.0,84.0,7.7,26365.0,Hero,100.0
2918,Suzuki Gixxer,2016,22414.0,40.0,14.6,53000.0,Suzuki,150.0
2919,Hero Splendor,2011,16428.0,81.0,8.2,33000.0,Hero,100.0
2920,Royal Enfield,2017,19224.0,40.0,19.8,110000.0,Royal,350.0
2921,Royal Enfield,2015,14000.0,32.0,27.2,130000.0,Royal,500.0
2922,KTM Duke,2012,1600.0,35.0,25.0,180000.0,KTM,200.0
2923,KTM Duke,2018,11500.0,35.0,24.6,150000.0,KTM,200.0
2924,Royal Enfield,2017,16000.0,35.0,19.8,150000.0,Royal,350.0
2925,Royal Enfield,2019,3400.0,35.0,19.8,190000.0,Royal,350.0
2926,Hero Passion,2012,12000.0,5.0,8.2,27500.0,Hero,100.0
2927,Royal Enfield,2017,12000.0,35.0,19.8,115000.0,Royal,350.0
2928,Bajaj Pulsar,2016,8000.0,38.0,21.0,72000.0,Bajaj,220.0
2929,KTM Duke,2014,30000.0,35.0,25.0,98000.0,KTM,200.0
2930,Royal Enfield,2018,10000.0,35.0,19.8,135000.0,Royal,350.0
2931,Royal Enfield,2017,26000.0,35.0,19.8,130000.0,Royal,350.0
2932,Royal Enfield,2017,13000.0,35.0,19.8,145000.0,Royal,350.0
2933,Hero Hunk,2015,41734.0,53.0,14.0,26000.0,Hero,150.0
2934,Bajaj Pulsar,2012,40000.0,45.0,17.0,25800.0,Bajaj,180.0
2935,KTM RC,2019,13500.0,26.0,42.3,227000.0,KTM,390.0
2936,Royal Enfield,2014,25000.0,35.0,19.8,80400.0,Royal,350.0
2937,Royal Enfield,2014,12600.0,40.0,19.8,85000.0,Royal,350.0
2938,Royal Enfield,2017,900.0,35.0,19.8,123000.0,Royal,350.0
2939,Yamaha YZF-R15,2011,53200.0,42.0,16.7,59000.0,Yamaha,150.0
2940,Royal Enfield,2016,9000.0,32.0,24.5,140000.0,Royal,410.0
2941,Suzuki Gixxer,2016,20082.0,63.0,14.0,42000.0,Suzuki,150.0
2942,Yamaha FZs,2018,53800.0,45.0,13.0,55000.0,Yamaha,150.0
2943,Royal Enfield,2011,19400.0,35.0,19.8,50000.0,Royal,350.0
2944,Bajaj Pulsar,2014,40000.0,38.0,21.0,46700.0,Bajaj,220.0
2945,Royal Enfield,2005,12358.0,30.0,19.8,76000.0,Royal,350.0
2946,Royal Enfield,2014,27000.0,40.0,19.8,91100.0,Royal,350.0
2947,Yamaha YZF-R15,2014,29000.0,42.0,16.7,70000.0,Yamaha,150.0
2948,KTM Duke,2014,29000.0,35.0,25.0,90000.0,KTM,200.0
2949,Yamaha FZ25,2017,25000.0,43.0,20.3,92000.0,Yamaha,250.0
2950,Bajaj V15,2017,19346.0,57.0,11.8,26000.0,Bajaj,150.0
2951,Royal Enfield,2015,51000.0,35.0,19.8,95000.0,Royal,350.0
2952,Hero HF,2018,8300.0,55.0,8.2,45000.0,Hero,100.0
2953,Honda CB,2014,28000.0,60.0,14.0,37000.0,Honda,150.0
2954,Yamaha YZF-R15,2013,49000.0,42.0,16.7,62500.0,Yamaha,150.0
2955,KTM Duke,2015,8400.0,25.0,44.0,120000.0,KTM,390.0
2956,KTM Duke,2017,4159.0,25.0,42.9,190000.0,KTM,390.0
2957,KTM Duke,2016,15000.0,25.0,42.9,105000.0,KTM,390.0
2958,KTM Duke,2016,19500.0,25.0,42.9,175000.0,KTM,390.0
2959,KTM Duke,2016,19000.0,25.0,42.9,150000.0,KTM,390.0
2960,Royal Enfield‎,2014,5000.0,37.0,19.8,96525.0,Royal,350.0
2961,Royal Enfield,2007,52904.0,37.0,19.8,48000.0,Royal,350.0
2962,Bajaj V15,2018,1400.0,57.0,11.8,57000.0,Bajaj,150.0
2963,Bajaj V15,2017,52000.0,57.0,11.8,38000.0,Bajaj,150.0
2964,Royal Enfield,2013,57000.0,25.0,27.2,111400.0,Royal,500.0
2965,Hero Karizma,2013,35000.0,40.0,17.0,45000.0,Hero,223.0
2966,Royal Enfield,2017,15000.0,32.0,24.5,145000.0,Royal,410.0
2967,Royal Enfield,2015,33371.0,32.0,27.2,127700.0,Royal,500.0
2968,Bajaj Pulsar,2014,49000.0,38.0,21.0,50000.0,Bajaj,220.0
2969,Royal Enfield,2014,24000.0,25.0,27.2,120000.0,Royal,500.0
2970,Royal Enfield,2018,8900.0,32.0,27.2,155400.0,Royal,500.0
2971,Suzuki Hayate,2014,35112.0,69.0,8.3,20000.0,Suzuki,110.0
2972,Honda CB,2014,5000.0,60.0,14.0,50000.0,Honda,150.0
2973,Royal Enfield,2017,20000.0,35.0,19.8,150000.0,Royal,350.0
2974,Suzuki Gixxer,2016,45000.0,63.0,14.0,40000.0,Suzuki,150.0
2975,KTM RC,2015,17000.0,35.0,25.0,125000.0,KTM,200.0
2976,Royal Enfield,2015,16896.0,32.0,27.2,150000.0,Royal,500.0
2977,KTM RC,2015,34000.0,35.0,25.0,103000.0,KTM,200.0
2978,Royal Enfield,2017,11000.0,32.0,24.5,142500.0,Royal,410.0
2979,Suzuki Gixxer,2018,11500.0,63.0,14.0,75000.0,Suzuki,150.0
2980,Bajaj Avenger,2014,30010.0,40.0,19.0,55000.0,Bajaj,220.0
2981,Royal Enfield,2008,40000.0,30.0,19.8,60000.0,Royal,350.0
2982,Suzuki Gixxer,2017,70000.0,40.0,14.6,50000.0,Suzuki,150.0
2983,Royal Enfield,2017,21500.0,35.0,19.8,120000.0,Royal,350.0
2984,Royal Enfield,2015,10000.0,40.0,19.8,85000.0,Royal,350.0
2985,Royal Enfield,2013,9700.0,25.0,27.2,95000.0,Royal,500.0
2986,Royal Enfield,2015,20000.0,40.0,19.8,70000.0,Royal,350.0
2987,KTM Duke,2014,54000.0,35.0,25.0,73100.0,KTM,200.0
2988,Suzuki Gixxer,2016,37000.0,40.0,14.6,65000.0,Suzuki,150.0
2989,KTM RC,2017,13900.0,35.0,25.1,140000.0,KTM,200.0
2990,Royal Enfield,2005,32000.0,30.0,19.8,120000.0,Royal,350.0
2991,KTM RC,2018,5000.0,26.0,42.3,200000.0,KTM,390.0
2992,Hero Splendor,2016,20290.0,55.0,9.3,40000.0,Hero,110.0
2993,Hero Ignitor,2014,40000.0,55.0,11.0,22500.0,Hero,125.0
2994,Royal Enfield,2018,15100.0,35.0,19.8,145000.0,Royal,350.0
2995,KTM Duke,2018,6700.0,35.0,24.6,127000.0,KTM,200.0
2996,Kawasaki ER-6n,2014,25000.0,17.0,71.0,300000.0,Kawasaki,650.0
2997,Royal Enfield,2016,6635.0,37.0,19.8,110900.0,Royal,350.0
2998,KTM RC,2018,7000.0,26.0,42.3,170000.0,KTM,390.0
2999,KTM RC,2019,3400.0,35.0,25.1,168400.0,KTM,200.0
3000,KTM RC,2015,21000.0,35.0,25.0,108000.0,KTM,200.0
3001,Hero Hunk,2013,24700.0,53.0,14.0,50000.0,Hero,150.0
3002,KTM RC,2016,20000.0,35.0,25.1,140000.0,KTM,200.0
3003,Bajaj CT,2005,17089.0,89.0,8.1,10300.0,Bajaj,100.0
3004,Royal Enfield,2015,3467.0,35.0,19.8,132000.0,Royal,350.0
3005,Royal Enfield,2019,2778.0,40.0,19.8,165000.0,Royal,350.0
3006,KTM Duke,2018,7500.0,25.0,42.9,200000.0,KTM,390.0
3007,KTM Duke,2018,12500.0,25.0,42.9,220000.0,KTM,390.0
3008,Bajaj Avenger,2015,25000.0,40.0,19.0,41600.0,Bajaj,220.0
3009,Kawasaki Ninja,2017,1300.0,21.0,67.2,499999.0,Kawasaki,650.0
3010,TVS Sport,2015,22000.0,95.0,7.4,24500.0,TVS,100.0
3011,Hero Xtreme,2016,3200.0,55.0,15.6,65000.0,Hero,150.0
3012,Royal Enfield‎,2012,190000.0,37.0,19.8,98300.0,Royal,350.0
3013,KTM RC,2015,15000.0,35.0,25.0,120000.0,KTM,200.0
3014,Royal Enfield‎,2014,34000.0,37.0,19.8,94000.0,Royal,350.0
3015,Bajaj Pulsar,2014,20000.0,45.0,17.0,35000.0,Bajaj,180.0
3016,Yamaha FZS,2018,12276.0,52.0,12.9,85000.0,Yamaha,150.0
3017,Bajaj Avenger,2013,24000.0,40.0,19.0,33200.0,Bajaj,220.0
3018,Royal Enfield,2012,10544.0,32.0,27.2,119000.0,Royal,500.0
3019,Royal Enfield,2017,19000.0,40.0,19.8,90000.0,Royal,350.0
3020,Bajaj Pulsar,2016,35000.0,38.0,21.0,50000.0,Bajaj,220.0
3021,Royal Enfield,2016,7000.0,32.0,27.2,128000.0,Royal,500.0
3022,Royal Enfield,2019,14000.0,32.0,24.5,195000.0,Royal,410.0
3023,Bajaj Pulsar,2015,32057.0,38.0,21.0,40000.0,Bajaj,220.0
3024,Honda CBR,2013,29580.0,38.0,18.28,51000.0,Honda,150.0
3025,Suzuki Gixxer,2017,15700.0,63.0,14.0,66000.0,Suzuki,150.0
3026,Royal Enfield,2017,20000.0,35.0,19.8,140000.0,Royal,350.0
3027,Royal Enfield,2018,12990.0,35.0,19.8,149000.0,Royal,350.0
3028,Royal Enfield,2017,8500.0,35.0,19.8,135000.0,Royal,350.0
3029,Mahindra Centuro,2014,70000.0,60.0,8.5,23000.0,Mahindra,110.0
3030,Royal Enfield,2015,18200.0,40.0,19.8,110000.0,Royal,350.0
3031,Honda CBR,2014,19000.0,38.0,18.28,58500.0,Honda,150.0
3032,Royal Enfield,2010,19524.0,35.0,19.8,60000.0,Royal,350.0
3033,Yamaha YZF-R15,2014,75000.0,42.0,16.7,54800.0,Yamaha,150.0
3034,KTM RC,2017,1100.0,26.0,42.3,230000.0,KTM,390.0
3035,Royal Enfield‎,2012,33000.0,37.0,19.8,80000.0,Royal,350.0
3036,Royal Enfield,2012,50000.0,40.0,19.8,78400.0,Royal,350.0
3037,Royal Enfield,2018,3500.0,25.0,26.1,160000.0,Royal,500.0
3038,Royal Enfield,2016,20171.0,32.0,24.5,120000.0,Royal,410.0
3039,TVS Star,2016,16000.0,85.0,8.2,26000.0,TVS,110.0
3040,Royal Enfield,2014,17200.0,40.0,19.8,70000.0,Royal,350.0
3041,Royal Enfield,2015,32000.0,40.0,19.8,79650.0,Royal,350.0
3042,Royal Enfield,2018,21600.0,35.0,19.8,150000.0,Royal,350.0
3043,Hero Passion,2010,17420.0,5.0,8.2,16500.0,Hero,100.0
3044,KTM Duke,2016,23000.0,35.0,24.6,95000.0,KTM,200.0
3045,Royal Enfield,2015,13452.0,35.0,19.8,95000.0,Royal,350.0
3046,TVS Sport,2014,75000.0,95.0,7.4,20000.0,TVS,100.0
3047,Yamaha FZs,2011,33000.0,45.0,13.0,22000.0,Yamaha,150.0
3048,Bajaj V12,2016,70000.0,57.0,10.6,60000.0,Bajaj,125.0
3049,Royal Enfield,2019,270839.0,35.0,19.8,190000.0,Royal,350.0
3050,Bajaj Avenger,2017,25000.0,40.0,19.0,68000.0,Bajaj,220.0
3051,Royal Enfield,2015,23958.0,35.0,19.8,99100.0,Royal,350.0
3052,Hero Karizma,2012,1922.0,48.0,20.0,30000.0,Hero,223.0
3053,Hero Splendor,2010,35778.0,81.0,8.2,18000.0,Hero,100.0
3054,Royal Enfield,2019,5000.0,35.0,19.8,155000.0,Royal,350.0
3055,Royal Enfield,2018,8000.0,35.0,19.8,140000.0,Royal,350.0
3056,Royal Enfield,2016,13000.0,35.0,19.8,120000.0,Royal,350.0
3057,Royal Enfield,2018,13000.0,35.0,19.8,150000.0,Royal,350.0
3058,Royal Enfield,2019,8000.0,40.0,19.8,140000.0,Royal,350.0
3059,Royal Enfield,2017,21749.0,32.0,24.5,145000.0,Royal,410.0
3060,Bajaj Pulsar,2016,15000.0,38.0,21.0,49500.0,Bajaj,220.0
3061,Yamaha FZ25,2017,25000.0,43.0,20.3,85000.0,Yamaha,250.0
3062,KTM RC,2017,10000.0,26.0,42.3,230000.0,KTM,390.0
3063,Royal Enfield,2017,9400.0,35.0,27.2,145700.0,Royal,500.0
3064,Royal Enfield,2019,1480.0,35.0,19.8,138500.0,Royal,350.0
3065,Honda CBR,2014,14600.0,38.0,18.28,59000.0,Honda,150.0
3066,Royal Enfield,2016,9000.0,32.0,24.5,120000.0,Royal,410.0
3067,Royal Enfield,2019,4000.0,35.0,19.8,150000.0,Royal,350.0
3068,KTM Duke,2014,22500.0,25.0,44.0,120000.0,KTM,390.0
3069,TVS Sport,2015,10649.0,95.0,7.4,20000.0,TVS,100.0
3070,Bajaj Pulsar,2017,5000.0,38.0,21.0,70000.0,Bajaj,220.0
3071,Yamaha YZF-R15,2016,26925.0,42.0,16.0,65000.0,Yamaha,150.0
3072,Yamaha SZ,2016,38073.0,55.0,12.0,50000.0,Yamaha,150.0
3073,KTM Duke,2016,7900.0,35.0,24.6,100000.0,KTM,200.0
3074,Royal Enfield,2016,6384.0,40.0,19.8,105200.0,Royal,350.0
3075,Yamaha YZF-R15,2018,3500.0,42.0,16.0,103522.0,Yamaha,150.0
3076,Royal Enfield,2017,7582.0,26.0,29.1,135000.0,Royal,535.0
3077,Hero CD,2017,25000.0,65.0,7.7,18000.0,Hero,100.0
3078,Hero Karizma,2008,43509.0,40.0,17.0,20000.0,Hero,223.0
3079,Hero Karizma,2010,60000.0,40.0,17.0,30000.0,Hero,223.0
3080,Hero Karizma,2007,50000.0,40.0,17.0,16400.0,Hero,223.0
3081,Bajaj Pulsar,2014,44000.0,40.0,24.2,50000.0,Bajaj,200.0
3082,Kawasaki ER-6n,2015,4000.0,17.0,71.0,315000.0,Kawasaki,650.0
3083,Bajaj Avenger,2012,27000.0,40.0,19.0,45000.0,Bajaj,220.0
3084,KTM RC,2014,51000.0,35.0,25.0,95000.0,KTM,200.0
3085,Bajaj Pulsar,2010,34304.0,38.0,21.0,20000.0,Bajaj,220.0
3086,Bajaj V15,2018,15047.0,57.0,11.8,35500.0,Bajaj,150.0
3087,Bajaj V15,2016,12315.0,57.0,11.8,31000.0,Bajaj,150.0
3088,Royal Enfield,2015,16700.0,35.0,19.8,113500.0,Royal,350.0
3089,KTM RC,2017,18000.0,35.0,25.1,140000.0,KTM,200.0
3090,Royal Enfield,2015,20758.0,35.0,19.8,78000.0,Royal,350.0
3091,Royal Enfield,2017,7800.0,40.0,19.8,130000.0,Royal,350.0
3092,Hero Glamour,2010,13500.0,55.0,8.9,14000.0,Hero,125.0
3093,Royal Enfield,2018,9500.0,32.0,24.5,150000.0,Royal,410.0
3094,Bajaj Pulsar,2014,20000.0,40.0,24.2,54000.0,Bajaj,200.0
3095,TVS Star,2017,46823.0,85.0,8.2,37000.0,TVS,110.0
3096,Yamaha FZs,2014,38554.0,45.0,13.0,25000.0,Yamaha,150.0
3097,Bajaj Pulsar,2015,48000.0,45.0,17.0,36000.0,Bajaj,180.0
3098,TVS Star,2010,49730.0,95.0,7.4,8100.0,TVS,100.0
3099,Suzuki Gixxer,2018,11000.0,40.0,14.6,80000.0,Suzuki,150.0
3100,Bajaj Avenger,2014,32000.0,40.0,19.0,26333.0,Bajaj,220.0
3101,KTM RC,2015,8000.0,26.0,43.0,159500.0,KTM,390.0
3102,Bajaj Avenger,2015,37500.0,40.0,19.0,45000.0,Bajaj,220.0
3103,Yamaha YZF-R15,2013,63371.0,42.0,16.7,48000.0,Yamaha,150.0
3104,Yamaha FZs,2012,61200.0,45.0,13.0,31400.0,Yamaha,150.0
3105,Yamaha FZs,2012,37000.0,45.0,13.0,37000.0,Yamaha,150.0
3106,Yamaha FZs,2012,58000.0,45.0,13.0,30000.0,Yamaha,150.0
3107,Bajaj Pulsar,2016,31000.0,65.0,17.0,39000.0,Bajaj,180.0
3108,Royal Enfield,2015,29000.0,40.0,19.8,125000.0,Royal,350.0
3109,KTM RC,2015,56000.0,35.0,25.0,137500.0,KTM,200.0
3110,Royal Enfield,2016,1500.0,32.0,24.5,153300.0,Royal,410.0
3111,Hero CD,2006,49000.0,65.0,7.7,8600.0,Hero,100.0
3112,Honda CBR,2014,25385.0,38.0,18.28,55000.0,Honda,150.0
3113,Kawasaki Ninja,2014,30000.0,21.0,67.2,300000.0,Kawasaki,650.0
3114,Royal Enfield,2016,21708.0,37.0,19.8,93000.0,Royal,350.0
3115,Royal Enfield,2018,14700.0,35.0,19.8,165000.0,Royal,350.0
3116,Royal Enfield,2019,2000.0,40.0,19.8,148000.0,Royal,350.0
3117,Royal Enfield,2020,1900.0,35.0,19.1,200000.0,Royal,350.0
3118,Suzuki Gixxer,2018,25000.0,63.0,14.0,65000.0,Suzuki,150.0
3119,Bajaj V15,2018,15510.0,57.0,11.8,33000.0,Bajaj,150.0
3120,Bajaj Pulsar,2015,65000.0,38.0,21.0,75000.0,Bajaj,220.0
3121,KTM RC,2017,17500.0,26.0,42.3,145000.0,KTM,390.0
3122,Hero Karizma,2012,25000.0,40.0,17.0,40000.0,Hero,223.0
3123,Hero Passion,2013,21000.0,5.0,8.2,42000.0,Hero,100.0
3124,Royal Enfield,2017,11000.0,35.0,19.8,130000.0,Royal,350.0
3125,Hero Splendor,2017,55000.0,81.0,8.2,45000.0,Hero,100.0
3126,Hero Passion,2017,15000.0,5.0,8.2,57500.0,Hero,100.0
3127,Yamaha FZs,2017,14000.0,45.0,13.0,68000.0,Yamaha,150.0
3128,Bajaj V15,2018,5984.0,57.0,11.8,52000.0,Bajaj,150.0
3129,Royal Enfield,2016,14000.0,32.0,24.5,130000.0,Royal,410.0
3130,Royal Enfield,2016,7700.0,32.0,27.2,127900.0,Royal,500.0
3131,Royal Enfield,2019,6300.0,35.0,19.8,186750.0,Royal,350.0
3132,KTM RC,2017,13000.0,35.0,25.1,145250.0,KTM,200.0
3133,KTM Duke,2020,1200.0,35.0,24.6,197125.0,KTM,200.0
3134,Hero CD,2006,67500.0,65.0,7.7,11500.0,Hero,100.0
3135,Royal Enfield,2015,21000.0,35.0,19.8,95000.0,Royal,350.0
3136,Hero Splendor,2007,90000.0,81.0,8.2,12200.0,Hero,100.0
3137,Kawasaki Ninja,2014,32000.0,25.0,39.0,230000.0,Kawasaki,300.0
3138,Royal Enfield,2011,55000.0,40.0,19.8,82000.0,Royal,350.0
3139,Royal Enfield,2014,19700.0,40.0,19.8,80000.0,Royal,350.0
3140,Royal Enfield,2014,22000.0,40.0,19.8,78500.0,Royal,350.0
3141,Hero Splendor,2014,12500.0,81.0,8.2,25800.0,Hero,100.0
3142,Bajaj Pulsar,2018,65000.0,65.0,17.0,26800.0,Bajaj,180.0
3143,Royal Enfield,2016,7300.0,32.0,24.5,150000.0,Royal,410.0
3144,Hero Splendor,2015,11000.0,81.0,8.2,40000.0,Hero,100.0
3145,Bajaj Pulsar,2012,20000.0,45.0,17.0,26900.0,Bajaj,180.0
3146,KTM RC,2017,13000.0,26.0,42.3,145000.0,KTM,390.0
3147,Hero Passion,2015,16754.0,84.0,8.2,24700.0,Hero,100.0
3148,Hero Hunk,2013,12500.0,53.0,14.0,30000.0,Hero,150.0
3149,TVS Sport,2013,14736.0,95.0,7.4,17500.0,TVS,100.0
3150,Hero Ignitor,2012,450.0,55.0,11.0,62000.0,Hero,125.0
3151,Royal Enfield,2015,12000.0,40.0,19.8,115000.0,Royal,350.0
3152,Royal Enfield,2017,5000.0,40.0,19.8,130000.0,Royal,350.0
3153,Royal Enfield,2017,9000.0,40.0,19.8,125000.0,Royal,350.0
3154,Royal Enfield,2015,19500.0,37.0,19.0,105000.0,Royal,350.0
3155,Royal Enfield,2017,12000.0,32.0,24.5,150000.0,Royal,410.0
3156,Suzuki GSX-R,2011,18500.0,12.0,160.0,810000.0,Suzuki,1000.0
3157,Bajaj Pulsar,2014,57000.0,40.0,24.2,42200.0,Bajaj,200.0
3158,Yamaha YZF-R15,2017,4800.0,42.0,16.7,100000.0,Yamaha,150.0
3159,Royal Enfield,2016,10158.0,32.0,24.5,125000.0,Royal,410.0
3160,KTM RC,2015,15000.0,35.0,25.0,132000.0,KTM,200.0
3161,Bajaj Pulsar,2016,31651.0,38.0,21.0,41000.0,Bajaj,220.0
3162,MV Agusta,2015,6898.0,15.0,145.9,950000.0,MV,800.0
3163,Hero Passion,2009,34000.0,5.0,8.2,20000.0,Hero,100.0
3164,Hero Ignitor,2012,32000.0,55.0,11.0,25000.0,Hero,125.0
3165,Bajaj V15,2017,14303.0,57.0,11.8,52400.0,Bajaj,150.0
3166,Bajaj Avenger,2015,27000.0,40.0,19.0,54400.0,Bajaj,220.0
3167,Suzuki Gixxer,2015,15000.0,40.0,14.6,60000.0,Suzuki,150.0
3168,Bajaj Pulsar,2013,24500.0,38.0,21.0,45000.0,Bajaj,220.0
3169,Suzuki Gixxer,2017,17500.0,63.0,14.0,70000.0,Suzuki,150.0
3170,Royal Enfield,2016,1400.0,35.0,19.8,127300.0,Royal,350.0
3171,Royal Enfield,2017,4200.0,35.0,19.8,131500.0,Royal,350.0
3172,Hero Hunk,2009,16000.0,53.0,14.0,22000.0,Hero,150.0
3173,Royal Enfield,2011,22000.0,37.0,19.0,98000.0,Royal,350.0
3174,Bajaj Pulsar,2011,55000.0,45.0,17.0,26000.0,Bajaj,180.0
3175,Bajaj V15,2016,17800.0,57.0,11.8,47500.0,Bajaj,150.0
3176,Royal Enfield,2014,21000.0,35.0,19.8,95000.0,Royal,350.0
3177,Bajaj V15,2016,23000.0,57.0,11.8,46000.0,Bajaj,150.0
3178,Royal Enfield,2016,3750.0,35.0,19.8,130000.0,Royal,350.0
3179,KTM Duke,2017,14500.0,35.0,24.6,135000.0,KTM,200.0
3180,Royal Enfield,2015,35000.0,35.0,19.8,97000.0,Royal,350.0
3181,Royal Enfield,2018,3350.0,40.0,19.8,141400.0,Royal,350.0
3182,Royal Enfield,2017,5304.0,35.0,19.8,140000.0,Royal,350.0
3183,KTM RC,2017,4500.0,26.0,42.3,229000.0,KTM,390.0
3184,KTM Duke,2017,4500.0,35.0,24.6,145000.0,KTM,200.0
3185,Yamaha Fazer25,2018,17000.0,43.0,20.3,133500.0,Yamaha,250.0
3186,KTM Duke,2016,10500.0,35.0,24.6,121900.0,KTM,200.0
3187,Royal Enfield,2017,2330.0,25.0,26.1,161793.0,Royal,500.0
3188,Hero Ignitor,2014,36000.0,55.0,11.0,26900.0,Hero,125.0
3189,Honda Dream,2015,18988.0,84.0,8.0,44000.0,Honda,110.0
3190,Yamaha FZs,2015,25000.0,45.0,13.0,49940.0,Yamaha,150.0
3191,Bajaj Pulsar,2013,31500.0,65.0,15.0,42000.0,Bajaj,180.0
3192,Bajaj V15,2017,10200.0,57.0,11.8,58000.0,Bajaj,150.0
3193,Royal Enfield,2012,30000.0,40.0,19.8,75000.0,Royal,350.0
3194,Royal Enfield,2016,15700.0,32.0,27.2,145000.0,Royal,500.0
3195,Bajaj Avenger,2014,22000.0,40.0,19.0,34500.0,Bajaj,220.0
3196,Triumph Bonneville,2017,7500.0,25.0,54.0,640000.0,Triumph,900.0
3197,Triumph Bonneville,2015,4400.0,18.0,67.0,580000.0,Triumph,865.0
3198,Benelli TNT,2016,7500.0,25.0,37.73,270000.0,Benelli,300.0
3199,Harley-Davidson XG750,2014,1000.0,20.0,47.0,441142.0,Harley-Davidson,750.0
3200,Kawasaki Ninja,2015,5000.0,25.0,39.0,204600.0,Kawasaki,300.0
3201,KTM RC,2015,16000.0,35.0,25.0,130000.0,KTM,200.0
3202,Yamaha YZF-R15,2014,7000.0,42.0,16.0,80000.0,Yamaha,150.0
3203,KTM RC,2016,8700.0,35.0,25.1,150000.0,KTM,200.0
3204,Royal Enfield,2013,28000.0,32.0,27.2,100999.0,Royal,500.0
3205,Royal Enfield,2015,22392.0,35.0,19.8,95000.0,Royal,350.0
3206,Hero Passion,2008,42662.0,55.0,7.5,16000.0,Hero,100.0
3207,Bajaj V15,2016,22139.0,57.0,11.8,48000.0,Bajaj,150.0
3208,Bajaj Pulsar,2009,77000.0,65.0,15.0,18000.0,Bajaj,180.0
3209,KTM RC,2016,4500.0,26.0,42.3,180000.0,KTM,390.0
3210,KTM RC,2015,13800.0,35.0,25.0,140000.0,KTM,200.0
3211,KTM Duke,2016,6900.0,25.0,42.9,180000.0,KTM,390.0
3212,Royal Enfield,2015,28000.0,32.0,27.2,120000.0,Royal,500.0
3213,Bajaj Pulsar,2014,23000.0,40.0,24.2,52000.0,Bajaj,200.0
3214,KTM RC,2016,3050.0,35.0,25.1,155000.0,KTM,200.0
3215,KTM RC,2015,21000.0,26.0,43.0,150000.0,KTM,390.0
3216,Suzuki Gixxer,2017,6000.0,40.0,14.6,85000.0,Suzuki,150.0
3217,Royal Enfield,2012,34061.0,40.0,19.8,85400.0,Royal,350.0
3218,Royal Enfield,2015,48000.0,25.0,27.2,98000.0,Royal,500.0
3219,Royal Enfield,2014,9902.0,40.0,19.8,90000.0,Royal,350.0
